u53,j10462,0
u53,j87439,0
u53,j235139,0
u53,j137933,0
u53,j259857,0
u53,j154700,0
u53,j169362,0
u53,j145494,0
u53,j232470,0
u53,959e02460aa03c9108fa554ad614d233,0
u53,j17021,0
u53,j58993,0
u53,j255649,0
u53,j263030,0
u53,j120779,0
u53,0bbb2195f8b1382271463673e178c9db,0
u53,j189844,0
u53,j176980,0
u53,j170009,0
u53,j69355,0
u53,j33876,0
u53,9b84d86261fce06db0b89c9225be2368,0
u53,j165714,0
u53,j12285,0
u53,j167940,0
u53,j126407,0
u53,j115031,0
u53,j240778,0
u53,j84029,0
u53,j138208,0
u53,j185185,0
u53,j119509,0
u53,j214548,0
u53,j51782,0
u53,j205855,0
u53,j178238,0
u53,j251660,0
u53,j65766,0
u53,j211762,0
u53,j31903,0
u53,j179870,0
u53,j126077,0
u53,j200487,0
u53,j175630,0
u53,j145935,0
u53,j156768,0
u53,j6709,0
u53,j167622,0
u53,j162815,0
u53,j225369,0
u53,j80434,0
u53,j220073,0
u53,j35282,0
u53,j182055,0
u53,j79384,0
u53,j244790,0
u53,j233989,0
u53,j156809,0
u53,j254447,0
u53,j250232,0
u53,j239363,0
u53,j250775,0
u53,j235139,0
u53,j225448,0
u53,j259857,0
u53,j145493,0
u53,j152608,0
u53,j190824,0
u53,j25102,0
u53,j188183,0
u53,j185969,0
u53,j225448,1
u53,j81607,1
u53,j56819,3
u53,j48839,1
u53,j261469,2
u53,j17095,1
u53,j114362,1
u53,j93760,1
u53,j135492,1
u53,j231021,2
u53,j156530,1
u53,j107347,1
u53,j184544,1
u53,j124709,2
u53,j24787,2
u53,j151211,1
u53,debc39b03fa2f107528b8c40d9f0cba9,1
u53,j233372,1
u53,j162231,1
u53,j62080,2
u53,j247507,1
u53,j246450,2
u53,j145926,2
u53,j37408,1
u53,j121133,1
u53,j173039,1
u53,j46558,1
u53,j250775,1
u53,bbc5f721a41d9239d10d34028ad9ce59,3
u53,7fe124c5dc8897a2fa389b0ec2c64da4,1
u53,j4271,1
u53,j101804,1
u53,j203951,1
u53,j68272,1
u53,j164052,3
u53,j254636,3
u53,j164612,2
u53,j198025,1
u53,j17684,3
u53,j170009,1
u53,j93249,2
u53,j153860,1
u53,j164167,1
u53,j188939,1
u53,j38340,1
u53,j35056,2
u53,j66160,1
u53,j163184,2
u53,j103109,1
u53,j227335,1
u53,j204709,1
u53,j241419,2
u53,j23780,1
u53,j51782,1
u53,j261187,1
u53,j156695,1
u53,j138897,3
u53,j42308,2
u53,j99415,2
u53,j1496,1
u53,j212413,1
u53,j225369,1
u53,j51334,1
u53,j149196,2
u53,j46558,1
u53,j250740,2
u53,j167651,1
u53,j198952,1
u53,j244790,1
u53,j157924,1
u53,j61102,1
